"rental_id","customer_id","payment_id","staff_id","amount","film_id","store_id","rental_date","return_date"
10406,391,20689,2,2.99,573,1,2005-08-01 07:37:05.000,2005-08-02 06:11:05.000
11151,391,20690,1,4.99,859,1,2005-08-02 09:52:44.000,2005-08-05 06:29:44.000
11434,391,20691,2,2.99,693,1,2005-08-02 20:13:14.000,2005-08-05 15:01:14.000
11602,391,20692,1,4.99,451,2,2005-08-17 03:21:19.000,2005-08-19 05:23:19.000
12090,391,20693,1,0.99,744,2,2005-08-17 22:21:43.000,2005-08-20 23:53:43.000
12100,391,20694,1,1.99,951,2,2005-08-17 22:41:10.000,2005-08-24 21:31:10.000
13980,391,20695,1,2.99,238,1,2005-08-20 19:04:40.000,2005-08-21 18:36:40.000
14381,391,20696,1,0.99,176,2,2005-08-21 09:55:47.000,2005-08-25 08:23:47.000
10435,392,20697,1,4.99,420,2,2005-08-01 08:50:51.000,2005-08-08 12:23:51.000
11459,392,20698,1,0.99,816,1,2005-08-02 21:25:25.000,2005-08-04 19:57:25.000
11686,392,20699,1,2.99,305,1,2005-08-17 06:39:30.000,2005-08-21 10:19:30.000
12102,392,20700,2,6.99,929,1,2005-08-17 22:45:26.000,2005-08-24 01:47:26.000
12368,392,20701,1,6.99,827,2,2005-08-18 07:57:38.000,2005-08-25 05:49:38.000
12561,392,20702,2,0.99,176,2,2005-08-18 14:58:51.000,2005-08-20 10:53:51.000
13629,392,20703,1,4.99,398,2,2005-08-20 07:04:07.000,2005-08-25 12:36:07.000
14081,392,20704,2,7.99,129,1,2005-08-20 23:35:13.000,2005-08-28 01:41:13.000
14223,392,20705,1,5.99,114,1,2005-08-21 04:51:51.000,2005-08-29 00:37:51.000
14369,392,20706,2,0.99,357,2,2005-08-21 09:33:44.000,2005-08-25 08:56:44.000
14438,392,20707,2,5.99,354,1,2005-08-21 11:51:10.000,2005-08-28 17:10:10.000
12059,393,20708,2,2.99,894,1,2005-08-17 21:09:23.000,2005-08-25 23:09:23.000
12113,393,20709,1,1.99,595,1,2005-08-17 23:01:00.000,2005-08-25 03:57:00.000
12563,393,20710,1,4.99,559,2,2005-08-18 15:08:29.000,2005-08-27 15:15:29.000
12676,393,20711,1,0.99,566,1,2005-08-18 19:34:40.000,2005-08-20 18:03:40.000
13184,393,20712,1,4.99,961,1,2005-08-19 14:16:18.000,2005-08-20 08:44:18.000
13357,393,20713,2,4.99,725,2,2005-08-19 21:02:59.000,2005-08-25 23:46:59.000
13788,393,20714,2,1.99,697,2,2005-08-20 12:15:41.000,2005-08-28 16:28:41.000
15132,393,20715,1,2.99,761,2,2005-08-22 13:11:25.000,2005-08-27 17:04:25.000
15284,393,20716,2,3.99,489,2,2005-08-22 19:17:08.000,2005-08-29 13:28:08.000
15527,393,20717,2,0.99,18,1,2005-08-23 03:44:51.000,2005-08-25 03:09:51.000
16049,393,20718,2,3.99,585,2,2005-08-23 22:50:12.000,2005-08-30 01:01:12.000
10319,394,20719,1,4.99,686,1,2005-08-01 04:37:19.000,2005-08-05 03:18:19.000
10603,394,20720,1,0.99,877,1,2005-08-01 14:30:35.000,2005-08-05 11:13:35.000
10718,394,20721,1,0.99,606,2,2005-08-01 18:55:38.000,2005-08-04 14:45:38.000
12080,394,20722,1,4.99,327,1,2005-08-17 22:08:04.000,2005-08-19 22:55:04.000
12389,394,20723,1,4.99,412,1,2005-08-18 08:48:36.000,2005-08-22 08:59:36.000
12510,394,20724,2,9.99,670,1,2005-08-18 13:22:25.000,2005-08-27 17:38:25.000
13047,394,20725,2,0.99,594,1,2005-08-19 09:24:49.000,2005-08-24 11:06:49.000
14605,394,20726,1,0.99,105,1,2005-08-21 17:56:06.000,2005-08-24 18:35:06.000
11889,395,20727,1,0.99,66,1,2005-08-17 15:08:27.000,2005-08-18 17:10:27.000
14471,395,20728,1,5.99,277,1,2005-08-21 13:10:40.000,2005-08-26 16:49:40.000
14720,395,20729,2,0.99,790,1,2005-08-21 21:43:53.000,2005-08-25 18:21:53.000
15698,395,20730,1,2.99,975,2,2005-08-23 10:11:40.000,2005-08-28 08:50:40.000
15856,395,20731,1,0.99,741,1,2005-08-23 15:59:12.000,2005-08-25 15:36:12.000
15970,395,20732,1,4.99,985,1,2005-08-23 19:54:24.000,2005-08-24 18:07:24.000
10610,396,20733,2,0.99,407,1,2005-08-01 14:49:41.000,2005-08-03 13:07:41.000
12393,396,20734,2,5.99,531,2,2005-08-18 09:02:41.000,2005-08-26 12:47:41.000
12895,396,20735,1,4.99,953,1,2005-08-19 03:50:48.000,2005-08-26 09:13:48.000
13355,396,20736,2,4.99,127,2,2005-08-19 20:59:19.000,2005-08-23 21:44:19.000
14078,396,20737,1,3.99,358,1,2005-08-20 23:26:40.000,2005-08-28 02:30:40.000
14169,396,20738,1,4.99,832,1,2005-08-21 03:00:31.000,2005-08-30 01:16:31.000
14508,396,20739,1,2.99,154,1,2005-08-21 14:33:58.000,2005-08-27 10:45:58.000
14778,396,20740,2,5.99,465,1,2005-08-21 23:56:30.000,2005-08-26 00:07:30.000
14792,396,20741,1,1.99,970,1,2005-08-22 00:36:41.000,2005-08-30 18:58:41.000
15198,396,20742,2,7.99,277,1,2005-08-22 16:15:33.000,2005-08-29 20:49:33.000
10534,397,20743,1,0.99,949,1,2005-08-01 12:15:11.000,2005-08-04 17:06:11.000
10598,397,20744,2,4.99,509,2,2005-08-01 14:23:36.000,2005-08-10 14:07:36.000
10785,397,20745,1,1.99,494,1,2005-08-01 21:24:55.000,2005-08-06 17:47:55.000
11511,397,20746,2,4.99,460,2,2005-08-16 23:39:59.000,2005-08-18 18:04:59.000
12223,397,20747,2,2.99,900,1,2005-08-18 02:58:40.000,2005-08-23 23:30:40.000
12276,397,20748,1,0.99,981,1,2005-08-18 04:43:22.000,2005-08-22 01:49:22.000
12329,397,20749,2,1.99,687,2,2005-08-18 06:44:30.000,2005-08-25 04:05:30.000
12700,397,20750,2,0.99,118,1,2005-08-18 20:24:46.000,2005-08-23 21:50:46.000
12726,397,20751,2,2.99,4,2,2005-08-18 21:44:46.000,2005-08-19 21:58:46.000
12772,397,20752,1,4.99,263,1,2005-08-18 23:29:25.000,2005-08-23 20:32:25.000
14100,397,20753,2,3.99,936,2,2005-08-21 00:31:07.000,2005-08-25 05:31:07.000
14790,397,20754,1,6.99,224,1,2005-08-22 00:34:17.000,2005-08-31 02:27:17.000
15083,397,20755,1,6.99,369,1,2005-08-22 11:17:37.000,2005-08-28 06:27:37.000
10230,398,20756,1,2.99,15,2,2005-08-01 01:49:36.000,2005-08-05 01:29:36.000
11132,398,20757,2,4.99,478,2,2005-08-02 09:14:09.000,2005-08-08 06:39:09.000
12528,398,20758,2,2.99,741,2,2005-08-18 13:52:41.000,2005-08-27 09:09:41.000
13643,398,20759,2,4.99,533,1,2005-08-20 07:42:24.000,2005-08-26 09:13:24.000
15189,398,20760,1,3.99,561,1,2005-08-22 15:56:42.000,2005-08-29 12:20:42.000
10654,399,20761,2,2.99,554,2,2005-08-01 16:31:35.000,2005-08-05 12:04:35.000
10960,399,20762,2,5.99,773,2,2005-08-02 03:46:18.000,2005-08-11 01:29:18.000
11329,399,20763,1,4.99,587,1,2005-08-02 16:42:52.000,2005-08-08 16:45:52.000
11953,399,20764,1,3.99,656,2,2005-08-17 17:16:42.000,2005-08-23 18:28:42.000
13253,399,20765,1,4.99,103,2,2005-08-19 16:53:56.000,2005-08-20 11:38:56.000
13293,399,20766,2,4.99,84,1,2005-08-19 18:35:52.000,2005-08-23 17:18:52.000
15300,399,20767,1,0.99,504,1,2005-08-22 19:44:00.000,2005-08-25 22:49:00.000
15468,399,20768,1,4.99,532,2,2005-08-23 01:25:30.000,2005-08-28 01:40:30.000
10484,400,20769,2,2.99,415,2,2005-08-01 10:19:53.000,2005-08-03 05:36:53.000
10711,400,20770,1,0.99,931,2,2005-08-01 18:45:09.000,2005-08-02 19:47:09.000
11510,400,20771,2,6.99,657,1,2005-08-16 23:30:07.000,2005-08-25 17:35:07.000
11530,400,20772,2,2.99,80,1,2005-08-17 00:29:00.000,2005-08-22 03:22:00.000
11600,400,20773,1,5.99,431,2,2005-08-17 03:12:04.000,2005-08-23 07:10:04.000
12514,400,20774,1,2.99,728,2,2005-08-18 13:33:55.000,2005-08-23 12:50:55.000
13449,400,20775,2,2.99,286,2,2005-08-20 00:17:01.000,2005-08-23 20:42:01.000
14775,400,20776,1,2.99,880,2,2005-08-21 23:53:07.000,2005-08-22 18:07:07.000
15533,400,20777,2,4.99,412,2,2005-08-23 03:54:39.000,2005-08-26 08:27:39.000
15988,400,20778,2,4.99,857,2,2005-08-23 20:23:08.000,2005-08-28 20:50:08.000
11820,401,20779,1,2.99,615,2,2005-08-17 12:25:33.000,2005-08-19 07:04:33.000
12475,401,20780,1,4.99,685,2,2005-08-18 12:14:21.000,2005-08-24 14:43:21.000
12479,401,20781,2,4.99,248,2,2005-08-18 12:26:37.000,2005-08-21 18:08:37.000
12906,401,20782,1,2.99,447,1,2005-08-19 04:13:43.000,2005-08-20 04:24:43.000
13024,401,20783,1,4.99,641,1,2005-08-19 08:19:21.000,2005-08-27 05:18:21.000
14359,401,20784,1,0.99,401,1,2005-08-21 09:16:19.000,2005-08-22 09:28:19.000
14433,401,20785,2,1.99,160,1,2005-08-21 11:36:34.000,2005-08-26 08:51:34.000
15831,401,20786,1,0.99,687,1,2005-08-23 15:21:19.000,2005-08-24 15:47:19.000
15927,401,20787,1,0.99,535,1,2005-08-23 18:23:11.000,2005-08-24 15:09:11.000
11045,402,20788,2,0.99,479,1,2005-08-02 06:07:54.000,2005-08-08 00:37:54.000
11549,402,20789,2,4.99,210,2,2005-08-17 01:01:48.000,2005-08-19 21:24:48.000
11920,402,20790,2,0.99,924,2,2005-08-17 16:10:19.000,2005-08-20 13:54:19.000
15428,402,20791,1,4.99,957,1,2005-08-23 00:11:52.000,2005-08-24 02:35:52.000
10443,403,20792,1,2.99,428,2,2005-08-01 09:01:04.000,2005-08-04 09:07:04.000
10547,403,20793,1,6.99,372,1,2005-08-01 12:44:17.000,2005-08-08 06:53:17.000
10789,403,20794,2,2.99,726,2,2005-08-01 21:37:55.000,2005-08-07 17:01:55.000
11038,403,20795,1,7.99,973,1,2005-08-02 05:59:42.000,2005-08-08 04:37:42.000
11391,403,20796,2,9.99,444,1,2005-08-02 18:40:12.000,2005-08-10 15:55:12.000
11427,403,20797,2,2.99,724,1,2005-08-02 20:02:39.000,2005-08-04 22:26:39.000
11460,403,20798,2,0.99,894,2,2005-08-02 21:28:03.000,2005-08-08 18:24:03.000
11558,403,20799,2,0.99,367,1,2005-08-17 01:19:52.000,2005-08-19 00:47:52.000
12005,403,20800,2,5.99,447,2,2005-08-17 18:56:55.000,2005-08-25 20:23:55.000
12132,403,20801,1,2.99,571,2,2005-08-17 23:37:03.000,2005-08-22 04:53:03.000
12793,403,20802,1,5.99,266,1,2005-08-19 00:20:36.000,2005-08-28 02:43:36.000
14519,403,20803,1,2.99,337,2,2005-08-21 14:59:29.000,2005-08-22 11:48:29.000
14662,403,20804,1,0.99,650,2,2005-08-21 19:45:27.000,2005-08-23 14:44:27.000
14725,403,20805,2,4.99,968,1,2005-08-21 22:02:08.000,2005-08-23 03:59:08.000
15410,403,20806,1,4.99,445,2,2005-08-22 23:27:43.000,2005-08-29 05:12:43.000
10651,404,20807,1,2.99,337,2,2005-08-01 16:20:22.000,2005-08-03 15:53:22.000
12325,404,20808,1,5.99,402,1,2005-08-18 06:41:30.000,2005-08-26 02:49:30.000
12554,404,20809,1,8.99,156,2,2005-08-18 14:47:28.000,2005-08-25 14:34:28.000
13412,404,20810,2,5.99,616,2,2005-08-19 22:46:35.000,2005-08-26 18:06:35.000
13422,404,20811,1,4.99,840,1,2005-08-19 23:07:24.000,2005-08-28 04:12:24.000
14691,404,20812,1,0.99,461,2,2005-08-21 20:42:29.000,2005-08-24 01:22:29.000
14835,404,20813,2,5.99,165,1,2005-08-22 01:49:07.000,2005-08-30 04:28:07.000
14838,404,20814,2,4.99,112,2,2005-08-22 01:57:34.000,2005-08-25 06:34:34.000
14912,404,20815,2,4.99,583,1,2005-08-22 04:51:42.000,2005-08-23 23:50:42.000
15087,404,20816,2,0.99,52,2,2005-08-22 11:24:09.000,2005-08-27 16:42:09.000
15290,404,20817,2,10.99,60,1,2005-08-22 19:28:02.000,2005-08-31 20:04:02.000
10472,405,20818,1,4.99,112,2,2005-08-01 09:54:41.000,2005-08-04 13:31:41.000
10823,405,20819,2,4.99,730,2,2005-08-01 22:59:10.000,2005-08-08 23:44:10.000
11345,405,20820,1,7.99,412,2,2005-08-02 17:14:19.000,2005-08-11 14:02:19.000
12050,405,20821,1,0.99,511,1,2005-08-17 20:55:25.000,2005-08-22 20:31:25.000
12425,405,20822,2,5.99,436,1,2005-08-18 10:18:06.000,2005-08-27 08:16:06.000
13304,405,20823,1,1.99,652,1,2005-08-19 18:56:32.000,2005-08-23 20:04:32.000
13398,405,20824,1,0.99,741,1,2005-08-19 22:08:48.000,2005-08-23 03:24:48.000
14274,405,20825,1,4.99,698,1,2005-08-21 06:29:20.000,2005-08-26 06:25:20.000
14537,405,20826,2,0.99,821,2,2005-08-21 15:24:24.000,2005-08-23 17:14:24.000
15072,405,20827,1,1.99,629,2,2005-08-22 10:58:45.000,2005-08-30 16:18:45.000
15383,405,20828,2,2.99,150,2,2005-08-22 22:31:20.000,2005-08-28 17:43:20.000
15932,405,20829,1,4.99,994,1,2005-08-23 18:31:40.000,2005-08-24 16:30:40.000
10632,406,20830,1,1.99,285,1,2005-08-01 15:36:56.000,2005-08-05 17:32:56.000
11603,406,20831,1,4.99,853,1,2005-08-17 03:22:10.000,2005-08-18 06:48:10.000
12505,406,20832,2,5.99,818,1,2005-08-18 13:17:30.000,2005-08-23 18:03:30.000
14205,406,20833,2,6.99,70,2,2005-08-21 03:57:15.000,2005-08-30 08:46:15.000
14421,406,20834,2,2.99,962,1,2005-08-21 11:20:21.000,2005-08-24 06:26:21.000
14601,406,20835,2,2.99,119,2,2005-08-21 17:45:52.000,2005-08-29 15:10:52.000
10774,407,20836,2,4.99,920,1,2005-08-01 20:54:33.000,2005-08-08 20:59:33.000
11214,407,20837,1,8.99,597,2,2005-08-02 12:19:50.000,2005-08-11 06:38:50.000
11222,407,20838,1,2.99,387,1,2005-08-02 12:32:28.000,2005-08-11 18:15:28.000
11382,407,20839,2,5.99,843,1,2005-08-02 18:20:52.000,2005-08-07 17:06:52.000
11518,407,20840,2,4.99,725,2,2005-08-16 23:59:49.000,2005-08-17 22:51:49.000
11677,407,20841,1,0.99,477,2,2005-08-17 06:06:26.000,2005-08-20 04:35:26.000
12566,407,20842,2,0.99,367,1,2005-08-18 15:13:04.000,2005-08-21 19:29:04.000
12931,407,20843,2,2.99,675,1,2005-08-19 05:11:47.000,2005-08-21 00:59:47.000
13800,407,20844,1,0.99,341,1,2005-08-20 12:40:48.000,2005-08-22 15:06:48.000
13856,407,20845,2,6.99,913,1,2005-08-20 14:49:32.000,2005-08-29 12:37:32.000
14401,407,20846,2,6.99,760,2,2005-08-21 10:36:20.000,2005-08-30 06:45:20.000
15320,407,20847,2,0.99,140,2,2005-08-22 20:17:49.000,2005-08-28 17:31:49.000
15334,407,20848,2,1.99,849,1,2005-08-22 20:44:35.000,2005-08-29 23:03:35.000
11115,408,20849,2,2.99,835,1,2005-08-02 08:31:06.000,2005-08-04 02:36:06.000
12140,408,20850,1,2.99,72,1,2005-08-17 23:57:55.000,2005-08-21 20:09:55.000
12338,408,20851,1,4.99,61,1,2005-08-18 07:04:24.000,2005-08-19 08:36:24.000
12498,408,20852,1,2.99,236,2,2005-08-18 13:01:08.000,2005-08-21 13:12:08.000
12900,408,20853,2,0.99,186,2,2005-08-19 04:03:49.000,2005-08-24 22:11:49.000
13508,408,20854,1,7.99,895,2,2005-08-20 02:12:54.000,2005-08-28 21:47:54.000
13744,408,20855,2,3.99,649,2,2005-08-20 10:51:45.000,2005-08-25 06:42:45.000
13944,408,20856,1,2.99,806,1,2005-08-20 17:41:16.000,2005-08-23 12:02:16.000
14733,408,20857,2,4.99,88,2,2005-08-21 22:22:33.000,2005-08-26 21:01:33.000
15628,408,20858,1,2.99,297,2,2005-08-23 07:28:04.000,2005-08-26 04:23:04.000
15716,408,20859,2,1.99,617,1,2005-08-23 11:02:00.000,2005-08-28 14:46:00.000
15765,408,20860,1,6.99,276,1,2005-08-23 13:06:19.000,2005-08-31 12:18:19.000
12830,409,20861,2,0.99,890,1,2005-08-19 01:40:25.000,2005-08-20 23:49:25.000
13392,409,20862,1,8.99,151,2,2005-08-19 22:03:22.000,2005-08-28 19:27:22.000
13632,409,20863,2,6.99,873,1,2005-08-20 07:10:52.000,2005-08-29 10:19:52.000
14103,409,20864,1,1.99,314,2,2005-08-21 00:37:00.000,2005-08-25 22:09:00.000
14697,409,20865,1,4.99,10,1,2005-08-21 20:49:21.000,2005-08-26 01:39:21.000
10402,410,20866,1,4.99,61,1,2005-08-01 07:27:19.000,2005-08-04 12:30:19.000
10837,410,20867,1,2.99,395,1,2005-08-01 23:30:22.000,2005-08-07 23:02:22.000
11107,410,20868,1,0.99,479,2,2005-08-02 08:19:38.000,2005-08-07 08:46:38.000
11187,410,20869,1,10.99,791,2,2005-08-02 11:16:19.000,2005-08-11 06:11:19.000
11472,410,20870,1,6.99,397,2,2005-08-02 21:49:06.000,2005-08-11 20:17:06.000
11694,410,20871,1,6.99,774,1,2005-08-17 06:57:30.000,2005-08-24 07:52:30.000
12955,410,20872,2,8.99,444,1,2005-08-19 06:05:58.000,2005-08-26 04:24:58.000
13460,410,20873,1,4.99,55,1,2005-08-20 00:48:24.000,2005-08-28 04:13:24.000
13748,410,20874,2,2.99,476,1,2005-08-20 10:59:54.000,2005-08-23 12:33:54.000
13948,410,20875,2,6.99,879,1,2005-08-20 17:50:48.000,2005-08-25 20:56:48.000
14237,410,20876,1,3.99,723,2,2005-08-21 05:15:00.000,2005-08-25 10:06:00.000
14298,410,20877,2,4.99,941,1,2005-08-21 07:17:10.000,2005-08-25 10:10:10.000
14319,410,20878,1,4.99,979,1,2005-08-21 08:00:55.000,2005-08-26 05:04:55.000
14819,410,20879,2,2.99,634,2,2005-08-22 01:17:19.000,2005-08-30 05:54:19.000
15211,410,20880,1,2.99,664,2,2005-08-22 16:40:21.000,2005-08-28 13:33:21.000
15392,410,20881,2,3.99,118,1,2005-08-22 23:02:15.000,2005-09-01 01:14:15.000
15518,410,20882,1,4.99,771,2,2005-08-23 03:19:34.000,2005-08-24 02:55:34.000
11294,411,20883,2,2.99,188,1,2005-08-02 15:08:27.000,2005-08-03 18:28:27.000
11997,411,20884,1,5.99,474,2,2005-08-17 18:34:38.000,2005-08-26 00:12:38.000
13634,411,20885,2,0.99,186,2,2005-08-20 07:16:45.000,2005-08-22 03:38:45.000
13656,411,20886,2,7.99,698,1,2005-08-20 08:01:07.000,2005-08-28 13:16:07.000
14480,411,20887,2,2.99,51,2,2005-08-21 13:36:40.000,2005-08-26 08:39:40.000
14772,411,20888,1,5.99,880,2,2005-08-21 23:50:39.000,2005-08-30 20:44:39.000
14996,411,20889,2,2.99,262,2,2005-08-22 07:52:41.000,2005-08-29 02:35:41.000
15936,411,20890,1,0.99,285,2,2005-08-23 18:43:11.000,2005-08-26 00:19:11.000
10381,412,20891,2,2.99,115,2,2005-08-01 06:36:37.000,2005-08-05 11:17:37.000
10467,412,20892,1,5.99,826,2,2005-08-01 09:45:58.000,2005-08-09 10:17:58.000
11027,412,20893,2,4.99,123,2,2005-08-02 05:47:10.000,2005-08-05 23:51:10.000
14068,412,20894,1,3.99,178,1,2005-08-20 22:50:59.000,2005-08-29 00:45:59.000
14535,412,20895,1,6.99,116,2,2005-08-21 15:22:37.000,2005-08-29 19:23:37.000
15354,412,20896,2,4.99,915,2,2005-08-22 21:18:59.000,2005-08-27 20:12:59.000
15732,412,20897,2,4.99,715,1,2005-08-23 11:35:12.000,2005-08-26 12:50:12.000
15781,412,20898,1,8.99,972,2,2005-08-23 13:41:05.000,2005-08-31 13:11:05.000
10909,413,20899,1,2.99,770,2,2005-08-02 01:53:59.000,2005-08-03 04:36:59.000
11304,413,20900,2,2.99,569,1,2005-08-02 15:40:10.000,2005-08-06 16:12:10.000
11468,413,20901,1,0.99,696,1,2005-08-02 21:47:26.000,2005-08-05 02:30:26.000
11532,413,20902,1,0.99,424,1,2005-08-17 00:34:14.000,2005-08-22 19:37:14.000
12552,413,20903,2,2.99,937,2,2005-08-18 14:46:34.000,2005-08-20 11:02:34.000
13010,413,20904,1,3.99,181,1,2005-08-19 07:52:21.000,2005-08-27 12:51:21.000
13318,413,20905,1,2.99,304,2,2005-08-19 19:33:57.000,2005-08-21 17:52:57.000
13824,413,20906,2,4.99,624,1,2005-08-20 13:43:12.000,2005-08-22 17:26:12.000
13887,413,20907,2,4.99,871,2,2005-08-20 15:39:00.000,2005-08-24 16:17:00.000
14773,413,20908,1,2.99,557,2,2005-08-21 23:50:57.000,2005-08-26 04:45:57.000
15678,413,20909,1,2.99,296,1,2005-08-23 09:23:45.000,2005-08-27 11:38:45.000
11706,414,20910,1,0.99,920,2,2005-08-17 07:23:46.000,2005-08-18 10:13:46.000
12930,414,20911,2,4.99,964,1,2005-08-19 05:11:32.000,2005-08-22 02:20:32.000
13042,414,20912,1,0.99,233,2,2005-08-19 09:06:08.000,2005-08-22 13:46:08.000
13242,414,20913,1,2.99,51,2,2005-08-19 16:28:47.000,2005-08-24 22:13:47.000
13308,414,20914,1,7.99,700,2,2005-08-19 18:59:42.000,2005-08-28 13:21:42.000
13404,414,20915,1,0.99,91,2,2005-08-19 22:18:42.000,2005-08-23 16:29:42.000
13494,414,20916,2,2.99,356,2,2005-08-20 01:36:34.000,2005-08-21 06:52:34.000
13657,414,20917,2,4.99,381,1,2005-08-20 08:01:39.000,2005-08-23 07:31:39.000
15140,414,20918,1,6.99,307,1,2005-08-22 13:39:20.000,2005-08-30 18:19:20.000
15481,414,20919,2,0.99,718,2,2005-08-23 01:59:14.000,2005-08-27 04:38:14.000
10263,415,20920,1,5.99,528,1,2005-08-01 03:02:48.000,2005-08-08 02:16:48.000
10553,415,20921,1,2.99,608,2,2005-08-01 12:54:06.000,2005-08-06 15:27:06.000
11310,415,20922,2,1.99,787,1,2005-08-02 15:51:58.000,2005-08-07 12:34:58.000
12128,415,20923,2,5.99,487,2,2005-08-17 23:31:09.000,2005-08-24 05:07:09.000
12588,415,20924,2,2.99,152,1,2005-08-18 16:04:45.000,2005-08-23 20:30:45.000
13729,415,20925,2,8.99,893,2,2005-08-20 10:17:08.000,2005-08-28 15:35:08.000
14992,415,20926,1,4.99,969,1,2005-08-22 07:51:47.000,2005-08-25 08:17:47.000
15121,415,20927,2,4.99,653,1,2005-08-22 12:46:37.000,2005-08-25 17:42:37.000
15959,415,20928,1,0.99,119,2,2005-08-23 19:27:04.000,2005-08-24 15:24:04.000
10254,416,20929,1,3.99,484,1,2005-08-01 02:42:03.000,2005-08-05 23:31:03.000
10354,416,20930,1,2.99,366,2,2005-08-01 05:47:10.000,2005-08-06 09:04:10.000
10742,416,20931,1,6.99,799,1,2005-08-01 19:53:13.000,2005-08-10 15:05:13.000
10937,416,20932,1,6.99,292,1,2005-08-02 03:00:18.000,2005-08-11 03:44:18.000
11047,416,20933,2,5.99,489,2,2005-08-02 06:09:20.000,2005-08-11 08:36:20.000
11557,416,20934,1,6.99,518,2,2005-08-17 01:19:20.000,2005-08-24 02:25:20.000
12722,416,20935,1,8.99,203,2,2005-08-18 21:33:53.000,2005-08-27 23:47:53.000
12932,416,20936,1,4.99,499,1,2005-08-19 05:17:30.000,2005-08-21 09:24:30.000
14239,416,20937,1,4.99,342,1,2005-08-21 05:18:57.000,2005-08-22 00:12:57.000
15235,416,20938,1,1.99,598,1,2005-08-22 17:43:12.000,2005-08-29 23:03:12.000
15470,416,20939,2,4.99,660,2,2005-08-23 01:35:12.000,2005-09-01 05:33:12.000
15727,416,20940,1,2.99,471,2,2005-08-23 11:28:49.000,2005-08-24 06:24:49.000
15761,416,20941,2,0.99,951,2,2005-08-23 12:55:51.000,2005-08-26 16:51:51.000
10478,417,20942,1,0.99,849,2,2005-08-01 10:09:06.000,2005-08-06 05:05:06.000
11217,417,20943,1,7.99,267,1,2005-08-02 12:26:31.000,2005-08-09 09:53:31.000
11291,417,20944,1,6.99,109,2,2005-08-02 14:57:58.000,2005-08-11 09:04:58.000
11303,417,20945,2,0.99,395,1,2005-08-02 15:39:18.000,2005-08-05 10:59:18.000
12074,417,20946,2,0.99,155,2,2005-08-17 21:50:57.000,2005-08-20 00:58:57.000
12281,417,20947,2,4.99,1000,1,2005-08-18 04:50:32.000,2005-08-21 00:14:32.000
13545,417,20948,1,4.99,133,2,2005-08-20 03:50:15.000,2005-08-27 22:24:15.000
13927,417,20949,1,1.99,932,2,2005-08-20 17:11:58.000,2005-08-24 12:44:58.000
14121,417,20950,2,4.99,915,1,2005-08-21 01:26:33.000,2005-08-28 22:47:33.000
14304,417,20951,1,6.99,580,2,2005-08-21 07:23:10.000,2005-08-26 11:21:10.000
14607,417,20952,1,2.99,986,1,2005-08-21 17:56:50.000,2005-08-22 17:44:50.000
14882,417,20953,2,2.99,3,2,2005-08-22 03:52:21.000,2005-08-25 04:50:21.000
15795,417,20954,1,0.99,953,1,2005-08-23 14:07:56.000,2005-08-25 12:10:56.000
10537,418,20955,2,5.99,463,1,2005-08-01 12:22:28.000,2005-08-08 07:27:28.000
10709,418,20956,1,0.99,63,2,2005-08-01 18:43:57.000,2005-08-06 13:17:57.000
10915,418,20957,2,2.99,998,2,2005-08-02 02:05:04.000,2005-08-10 21:58:04.000
11270,418,20958,1,2.99,410,1,2005-08-02 14:18:07.000,2005-08-03 08:20:07.000
11322,418,20959,2,3.99,166,1,2005-08-02 16:23:17.000,2005-08-09 19:55:17.000
11409,418,20960,2,1.99,807,1,2005-08-02 19:26:51.000,2005-08-07 19:55:51.000
11650,418,20961,1,4.99,867,1,2005-08-17 05:00:03.000,2005-08-22 01:45:03.000
11769,418,20962,1,2.99,308,1,2005-08-17 10:04:49.000,2005-08-20 09:22:49.000
11910,418,20963,1,0.99,925,1,2005-08-17 15:44:37.000,2005-08-19 10:58:37.000
13312,418,20964,2,0.99,635,2,2005-08-19 19:09:14.000,2005-08-23 00:50:14.000
13537,418,20965,1,2.99,554,1,2005-08-20 03:39:15.000,2005-08-23 22:03:15.000
13970,418,20966,1,0.99,423,1,2005-08-20 18:43:34.000,2005-08-22 15:17:34.000
14484,418,20967,1,0.99,812,2,2005-08-21 13:47:29.000,2005-08-23 18:25:29.000
14836,418,20968,1,4.99,933,1,2005-08-22 01:52:26.000,2005-08-22 23:39:26.000
14860,418,20969,2,2.99,301,2,2005-08-22 02:47:07.000,2005-08-28 00:00:07.000
15466,418,20970,1,4.99,123,2,2005-08-23 01:16:55.000,2005-08-29 22:57:55.000
15957,418,20971,2,5.99,15,2,2005-08-23 19:21:22.000,2005-08-31 16:42:22.000
10372,419,20972,1,2.99,138,2,2005-08-01 06:23:48.000,2005-08-06 03:47:48.000
11025,419,20973,2,4.99,487,2,2005-08-02 05:39:12.000,2005-08-08 00:09:12.000
11313,419,20974,1,2.99,590,2,2005-08-02 16:02:51.000,2005-08-03 14:54:51.000
11323,419,20975,2,2.99,828,2,2005-08-02 16:29:57.000,2005-08-06 16:01:57.000
11425,419,20976,1,2.99,220,2,2005-08-02 19:58:48.000,2005-08-03 19:30:48.000
11689,419,20977,2,6.99,521,2,2005-08-17 06:42:08.000,2005-08-26 06:09:08.000
12460,419,20978,1,7.99,776,2,2005-08-18 11:25:13.000,2005-08-27 06:27:13.000
